CU_Name	Year	catch	exploit	escape	enroute.loss	DUID
Chilko-ES_Chilko-S	1995	781142	0.59	534559	0	3
Chilko-ES_Chilko-S	1996	1049979	0.52	974349	0	3
Chilko-ES_Chilko-S	1997	2483534	0.72	985827	0	3
Chilko-ES_Chilko-S	1998	653197	0.34	879017	364318	3
Chilko-ES_Chilko-S	1999	154098	0.14	891922	76549	3
Chilko-ES_Chilko-S	2000	640695	0.46	758941	0	3
Chilko-ES_Chilko-S	2001	183397	0.22	668783	0	3
Chilko-ES_Chilko-S	2002	263625	0.41	382814	0	3
Chilko-ES_Chilko-S	2003	850133	0.55	608321	100058	3
Chilko-ES_Chilko-S	2004	342192	0.63	91909	112509	3
Chilko-ES_Chilko-S	2005	347912	0.32	535967	187115	3
Chilko-ES_Chilko-S	2006	691172	0.54	468947	115132	3
Chilko-ES_Chilko-S	2007	131371	0.3	305853	0	3
Chilko-ES_Chilko-S	2008	180728	0.41	249863	14728	3
Chilko-ES_Chilko-S	2009	37106	0.12	213379	53345	3
Chilko-ES_Chilko-S	2010	1797000	0.39	2459946	304038	3
Chilko-ES_Chilko-S	2011	667786	0.4	916643	101849	3
Shuswap Complex-ES	1952	23734.00	0.80	5975.00	0.00	19
Shuswap Complex-ES	1953	24584.00	0.78	7056.00	0.00	19
Shuswap Complex-ES	1954	144662.00	0.85	24774.00	0.00	19
Shuswap Complex-ES	1955	58993.00	0.87	8971.00	0.00	19
Shuswap Complex-ES	1956	9547.00	0.79	2498.00	0.00	19
Shuswap Complex-ES	1957	40975.00	0.76	13100.00	0.00	19
Shuswap Complex-ES	1958	350587.00	0.82	78371.00	0.00	19
Shuswap Complex-ES	1959	265147.00	0.84	52310.00	0.00	19
Shuswap Complex-ES	1960	8925.00	0.75	2901.00	0.00	19
Shuswap Complex-ES	1961	11653.00	0.73	4220.00	0.00	19
Shuswap Complex-ES	1962	142918.00	0.71	57843.00	0.00	19
Shuswap Complex-ES	1963	104048.00	0.59	71654.00	0.00	19
Shuswap Complex-ES	1964	6320.00	0.70	2745.00	0.00	19
Shuswap Complex-ES	1965	25812.00	0.76	7999.00	0.00	19
Shuswap Complex-ES	1966	150531.00	0.84	29157.00	0.00	19
Shuswap Complex-ES	1967	102733.00	0.88	13361.00	0.00	19
Shuswap Complex-ES	1968	15917.00	0.81	3751.00	0.00	19
Shuswap Complex-ES	1969	41299.00	0.80	10571.00	0.00	19
Shuswap Complex-ES	1970	128042.00	0.90	14659.00	0.00	19
Shuswap Complex-ES	1971	199130.00	0.91	19028.00	0.00	19
Shuswap Complex-ES	1972	23213.00	0.89	2802.00	0.00	19
Shuswap Complex-ES	1973	39706.00	0.82	8939.00	0.00	19
Shuswap Complex-ES	1974	180839.00	0.80	45035.00	0.00	19
Shuswap Complex-ES	1975	97388.00	0.73	36841.00	0.00	19
Shuswap Complex-ES	1976	50019.00	0.86	8380.00	0.00	19
Shuswap Complex-ES	1977	62938.00	0.77	19295.00	0.00	19
Shuswap Complex-ES	1978	190484.00	0.75	64864.00	0.00	19
Shuswap Complex-ES	1979	125706.00	0.72	49306.00	0.00	19
Shuswap Complex-ES	1980	14063.00	0.63	8416.00	0.00	19
Shuswap Complex-ES	1981	99729.00	0.77	30311.00	0.00	19
Shuswap Complex-ES	1982	224927.00	0.77	67980.00	0.00	19
Shuswap Complex-ES	1983	68693.00	0.70	30070.00	0.00	19
Shuswap Complex-ES	1984	71335.00	0.80	17581.00	0.00	19
Shuswap Complex-ES	1985	50269.00	0.85	9005.00	0.00	19
Shuswap Complex-ES	1986	447959.00	0.75	152790.00	0.00	19
Shuswap Complex-ES	1987	195240.00	0.69	87283.00	0.00	19
Shuswap Complex-ES	1988	28985.00	0.62	17917.00	0.00	19
Shuswap Complex-ES	1989	61915.00	0.83	12743.00	0.00	19
Shuswap Complex-ES	1990	718423.00	0.67	355429.00	0.00	19
Shuswap Complex-ES	1991	315997.00	0.70	138207.00	0.00	19
Shuswap Complex-ES	1992	34048.00	0.71	7898.00	5967.00	19
Shuswap Complex-ES	1993	18294.00	0.50	18473.00	0.00	19
Shuswap Complex-ES	1994	376690.00	0.65	137218.00	69523.00	19
Shuswap Complex-ES	1995	48279.00	0.45	58688.00	0.00	19
Shuswap Complex-ES	1996	6446.00	0.20	25710.00	0.00	19
Shuswap Complex-ES	1997	17271.00	0.81	5339.00	0.00	19
Shuswap Complex-ES	1998	141517.00	0.40	69954.00	142868.00	19
Shuswap Complex-ES	1999	17378.00	0.21	22992.00	41121.00	19
Shuswap Complex-ES	2000	11737.00	0.29	28283.00	0.00	19
Shuswap Complex-ES	2001	2075.00	0.18	9341.00	0.00	19
Shuswap Complex-ES	2002	189072.00	0.47	212738.00	0.00	19
Shuswap Complex-ES	2003	81059.82	0.64	36087.00	10431.07	19
Shuswap Complex-ES	2004	84233.90	0.61	2106.00	51405.77	19
Shuswap Complex-ES	2005	10396.87	0.30	7679.00	16751.78	19
Shuswap Complex-ES	2006	553254.07	0.47	251386.00	377560.17	19
Shuswap Complex-ES	2007	12356.26	0.33	18183.00	7095.82	19
Shuswap Complex-ES	2008	4187.71	0.35	1891.00	5742.32	19
Shuswap Complex-ES	2009	1112.53	0.08	9809.00	2702.00	19
Shuswap Complex-ES	2010	876154.02	0.42	1074516.00	132805.35	19
Shuswap Complex-ES	2011	52266.98	0.47	50263.00	5894.44	19
