Year,Watershed Group Name,Stock Name(stream),Timing Group,Name,Total,jacks,males,females,spawn%,eff_fem,fpsm,DUID,
1990,Late South Thompson,Momich River,T4,Shuswap Complex - Late,454,1,228,225,100,225,0,18,
1982,Late South Thompson,Noisy Creek,T4,Shuswap Complex - Late,353,0,172,181,100,181,0,18,
1986,Late South Thompson,Noisy Creek,T4,Shuswap Complex - Late,122,0,69,53,99.74,53,0,18,
1990,Late South Thompson,Onyx Creek,T4,Shuswap Complex - Late,110,0,55,55,100,55,0,18,
1942,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,607,0,354,253,91.18,231,22,18,
1945,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,250,250,0,0,0,0,0,18,
1950,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,100,2,51,47,94.6,44,3,18,
1953,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,839,838,1,0,0,0,0,18,
1954,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,859,2,353,504,89.44,451,53,18,
1957,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,1463,1448,7,8,92.08,7,1,18,
1958,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,403,1,217,185,97.73,181,4,18,
1961,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,13,13,0,0,0,0,0,18,
1962,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,940,5,393,542,100,542,0,18,
1966,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,344,10,151,183,93.1,170,13,18,
1969,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,86,78,4,4,100,4,0,18,
1970,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,507,0,214,293,100,293,0,18,
1971,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,2,0,1,1,100,1,0,18,
1974,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,171,0,85,86,100,86,0,18,
1975,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,2,0,1,1,100,1,0,18,
1978,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,547,0,250,297,100,297,0,18,
1979,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,4,0,2,2,100,2,0,18,
1981,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,101,84,5,12,100,12,0,18,
1982,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,2725,1,1298,1426,100,1426,0,18,
1983,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,5,0,3,2,100,2,0,18,
1986,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,585,4,306,275,98.46,271,4,18,
1987,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,14,0,7,7,98.46,7,0,18,
1989,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,30,29,0,1,100,1,0,18,
1990,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,1779,4,892,883,100,883,0,18,
1982,Late South Thompson,Reinecker Creek,T4,Shuswap Complex - Late,214,0,102,112,100,112,0,18,
1962,Late South Thompson,Salmon River,T4,Shuswap Complex - Late,45,0,19,26,98.67,26,0,18,
1974,Late South Thompson,Salmon River,T4,Shuswap Complex - Late,92,0,39,53,100,53,0,18,
1978,Late South Thompson,Salmon River,T4,Shuswap Complex - Late,434,0,198,236,100,236,0,18,
1982,Late South Thompson,Salmon River,T4,Shuswap Complex - Late,1602,1,763,838,100,838,0,18,
1983,Late South Thompson,Salmon River,T4,Shuswap Complex - Late,50,0,26,24,100,24,0,18,
1986,Late South Thompson,Salmon River,T4,Shuswap Complex - Late,1465,0,762,703,100,703,0,18,
1990,Late South Thompson,Salmon River,T4,Shuswap Complex - Late,1288,0,767,521,99.88,520,1,18,
1938,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,2039,34,986,1019,48.07,490,529,18,
1942,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,4372,0,1929,2443,87.95,2149,294,18,
1945,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,1750,1750,0,0,0,0,0,18,
1946,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,3908,0,1252,2656,100,2656,0,18,
1947,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,58,0,29,29,100,29,0,18,
1949,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,7,5,0,2,100,2,0,18,
1950,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,7500,173,3803,3524,94.6,3334,190,18,
1957,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,1543,1520,11,12,92.08,11,1,18,
1958,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,9047,9,3344,5694,92.6,5273,421,18,
1962,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,4518,26,1887,2605,97.8,2548,57,18,
1966,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,4770,142,2095,2533,93.1,2358,175,18,
1967,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,9461,11,4278,5172,89.03,4605,567,18,
1968,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,15,0,7,8,100,8,0,18,
1970,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,3076,57,1328,1691,87.5,1480,211,18,
1971,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,313,0,156,157,100,157,0,18,
1974,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,4613,24,2333,2256,96.61,2180,76,18,
1975,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,164,1,78,85,97.35,83,2,18,
1978,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,5994,6,2735,3253,99.33,3231,22,18,
1979,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,313,0,138,175,100,175,0,18,
1982,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,4849,2,2310,2537,100,2537,0,18,
1983,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,43,0,23,20,100,20,0,18,
1986,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,4232,26,2351,1855,98.46,1826,29,18,
1987,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,317,0,151,166,100,166,0,18,
1990,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,28800,12,16200,12588,100,12588,0,18,
1942,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,518,0,259,259,91.18,236,23,18,
1946,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,412,0,206,206,100,206,0,18,
1947,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,45,0,22,23,100,23,0,18,
1950,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,100,2,51,47,94.6,44,3,18,
1957,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,55,55,0,0,0,0,0,18,
1962,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,4,0,2,2,100,2,0,18,
1970,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,50,1,25,24,100,24,0,18,
1974,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,149,1,75,73,96.61,71,2,18,
1978,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,149,0,68,81,100,81,0,18,
1979,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,86,0,38,48,100,48,0,18,
1982,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,90,0,43,47,100,47,0,18,
1986,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,1145,0,550,595,100,595,0,18,
1987,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,43,0,20,23,100,23,0,18,
1989,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,7,7,0,0,0,0,0,18,
1990,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,374,0,187,187,100,187,0,18,
1938,Late South Thompson,Shuswap Lake,T4,Shuswap Complex - Late,1130,3,624,503,88.09,443,60,18,
1946,Late South Thompson,Shuswap Lake,T4,Shuswap Complex - Late,29814,0,10852,18962,84.2,15966,2996,18,
1954,Late South Thompson,Shuswap Lake,T4,Shuswap Complex - Late,6786,15,2790,3981,89.44,3561,420,18,
1958,Late South Thompson,Shuswap Lake,T4,Shuswap Complex - Late,14300,28,7691,6581,97.73,6432,149,18,
1962,Late South Thompson,Shuswap Lake,T4,Shuswap Complex - Late,29916,171,12492,17253,97.8,16873,380,18,
1966,Late South Thompson,Shuswap Lake,T4,Shuswap Complex - Late,22102,662,9703,11737,93.1,10927,810,18,
1967,Late South Thompson,Shuswap Lake,T4,Shuswap Complex - Late,237,0,111,126,87.35,110,16,18,
1970,Late South Thompson,Shuswap Lake,T4,Shuswap Complex - Late,35770,157,18305,17308,98.29,17012,296,18,
1971,Late South Thompson,Shuswap Lake,T4,Shuswap Complex - Late,250,0,113,137,99.6,136,1,18,
1974,Late South Thompson,Shuswap Lake - Main Arm,T4,Shuswap Complex - Late,14220,84,6097,8039,92.5,7436,603,18,
1975,Late South Thompson,Shuswap Lake - Anstey Arm,T4,Shuswap Complex - Late,81,1,38,42,71.22,30,12,18,
1978,Late South Thompson,Shuswap Lake - Main Arm,T4,Shuswap Complex - Late,62393,111,28712,33570,100,33570,0,18,
1982,Late South Thompson,Shuswap Lake - Main Arm,T4,Shuswap Complex - Late,36823,15,18925,17883,100,17883,0,18,
1983,Late South Thompson,Shuswap Lake - Anstey Arm,T4,Shuswap Complex - Late,351,0,185,166,100,166,0,18,
1986,Late South Thompson,Shuswap Lake - Anstey Arm,T4,Shuswap Complex - Late,7839,15,3983,3841,99.7,3829,12,18,
1987,Late South Thompson,Shuswap Lake - Anstey Arm,T4,Shuswap Complex - Late,799,0,380,419,99.7,418,1,18,
1986,Late South Thompson,Shuswap Lake - Main Arm,T4,Shuswap Complex - Late,24818,50,12610,12158,99.7,12122,36,18,
1987,Late South Thompson,Shuswap Lake - Main Arm,T4,Shuswap Complex - Late,2540,0,1208,1332,99.7,1328,4,18,
1986,Late South Thompson,Shuswap Lake - Salmon Arm,T4,Shuswap Complex - Late,6858,13,3485,3360,99.7,3350,10,18,
1987,Late South Thompson,Shuswap Lake - Salmon Arm,T4,Shuswap Complex - Late,227,0,108,119,99.7,119,0,18,
1986,Late South Thompson,Shuswap Lake - Seymour Arm,T4,Shuswap Complex - Late,155,0,79,76,99.7,76,0,18,
1990,Late South Thompson,Shuswap Lake - Salmon Arm,T4,Shuswap Complex - Late,16774,0,7441,9333,100,9333,0,18,
1990,Late South Thompson,Shuswap Lake - Anstey Arm,T4,Shuswap Complex - Late,10654,0,5299,5355,100,5355,0,18,
1990,Late South Thompson,Shuswap Lake - Main Arm,T4,Shuswap Complex - Late,29329,0,14031,15298,100,15298,0,18,
1990,Late South Thompson,Shuswap Lake - Seymour Arm,T4,Shuswap Complex - Late,1456,0,724,732,100,732,0,18,
1940,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,100,78,11,11,100,11,0,18,
1945,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,1000,1000,0,0,0,0,0,18,
1946,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,92000,92,13708,78200,89.4,69911,8289,18,
1947,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,100,1,35,64,100,64,0,18,
1948,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,202,52,42,108,100,108,0,18,
1949,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,9,9,0,0,0,0,0,18,
1950,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,40171,1687,19455,19029,94.6,18002,1027,18,
1951,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,450,3,209,238,94,224,14,18,
1952,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,200,55,63,82,97.78,80,2,18,
1979,Late South Thompson,Ross Creek,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1953,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,14533,14246,203,84,94.24,79,5,18,
1954,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,57675,181,21020,36474,89.44,32622,3852,18,
1957,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,14645,14294,73,278,100,278,0,18,
1958,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,123864,198,43278,80388,93.14,74871,5517,18,
1959,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,472,1,160,311,99.77,310,1,18,
1961,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,254,250,1,3,100,3,0,18,
1962,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,14441,109,6844,7488,99.6,7458,30,18,
1963,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,45,0,22,23,97.7,22,1,18,
1965,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,192,120,37,35,100,35,0,18,
1966,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,4313,0,3115,1198,97.4,1167,31,18,
1967,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,270,0,122,148,87.35,129,19,18,
1969,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,630,576,26,28,94.34,26,2,18,
1970,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,5931,0,667,5264,91.9,4838,426,18,
1971,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,10,0,5,5,100,5,0,18,
1973,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,545,531,7,7,99.63,7,0,18,
1974,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,14466,132,4896,9438,97.11,9165,273,18,
1975,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,16,0,8,8,100,8,0,18,
1977,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,432,392,24,16,100,16,0,18,
1978,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,9986,57,3749,6180,99.35,6140,40,18,
1979,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,144,0,64,80,100,80,0,18,
1981,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,182,161,11,10,100,10,0,18,
1982,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,73603,23,26774,46806,99.2,46432,374,18,
1984,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,11,0,5,6,100,6,0,18,
1986,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,30730,113,11616,19001,98.46,18708,293,18,
1987,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,18,0,9,9,100,9,0,18,
1988,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,4,0,2,2,100,2,0,18,
1989,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,18,18,0,0,0,0,0,18,
1990,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,32400,75,16245,16080,99.85,16057,23,18,
1982,Late South Thompson,Tappen Creek,T4,Shuswap Complex - Late,563,0,251,312,100,312,0,18,
1986,Late South Thompson,Tappen Creek,T4,Shuswap Complex - Late,1006,0,523,483,100,483,0,18,
1990,Late South Thompson,Tappen Creek,T4,Shuswap Complex - Late,1417,0,850,567,97,550,17,18,
1987,Late South Thompson,Thompson River,T4,Shuswap Complex - Late,14235,0,4384,9851,94.03,9263,588,18,
1989,Late South Thompson,Thompson River,T4,Shuswap Complex - Late,100,95,2,3,100,3,0,18,
1982,Late South Thompson,Tsuius Creek,T4,Shuswap Complex - Late,126,0,61,65,100,65,0,18,
1986,Late South Thompson,Tsuius Creek,T4,Shuswap Complex - Late,13,0,7,6,99.74,6,0,18,
1946,Late South Thompson,Adams River,,,,,,,,,,,
1957,Late South Thompson,Adams River,,,,,,,,,,,
1982,Late South Thompson,Wap Creek,T4,Shuswap Complex - Late,686,0,334,352,100,352,0,18,
1986,Late South Thompson,Wap Creek,T4,Shuswap Complex - Late,1069,0,602,467,99.74,466,1,18,
1990,Late South Thompson,Wap Creek,T4,Shuswap Complex - Late,1733,0,1023,710,99.88,709,1,18,
1989,Late South Thompson,Hunakwa Creek,T4,Shuswap Complex - Late,15,14,0,1,100,1,0,18,
1990,Late South Thompson,Hunakwa Creek,T4,Shuswap Complex - Late,1177,0,545,632,99.7,630,2,18,
1974,Late South Thompson,Shuswap Lake - Anstey Arm,T4,Shuswap Complex - Late,10917,65,4681,6171,100,6171,0,18,
1974,Late South Thompson,Shuswap Lake - Salmon Arm,T4,Shuswap Complex - Late,5679,34,2435,3210,100,3210,0,18,
1975,Late South Thompson,Shuswap Lake - Main Arm,T4,Shuswap Complex - Late,513,4,243,266,71.22,189,77,18,
1978,Late South Thompson,Shuswap Lake - Salmon Arm,T4,Shuswap Complex - Late,21052,38,9688,11326,100,11326,0,18,
1978,Late South Thompson,Shuswap Lake - Anstey Arm,T4,Shuswap Complex - Late,15764,28,7255,8481,100,8481,0,18,
1978,Late South Thompson,Shuswap Lake - Seymour Arm,T4,Shuswap Complex - Late,1284,2,591,691,100,691,0,18,
1982,Late South Thompson,Shuswap Lake - Anstey Arm,T4,Shuswap Complex - Late,14749,6,7580,7163,99.85,7152,11,18,
1982,Late South Thompson,Shuswap Lake - Salmon Arm,T4,Shuswap Complex - Late,19924,8,10240,9676,100,9676,0,18,
1982,Late South Thompson,Shuswap Lake - Seymour Arm,T4,Shuswap Complex - Late,1478,1,759,718,99.85,717,1,18,
1982,Late South Thompson,Ross Creek,T4,Shuswap Complex - Late,1447,1,689,757,100,757,0,18,
1982,Late South Thompson,Nikwikwaia Creek,T4,Shuswap Complex - Late,1834,1,874,959,100,959,0,18,
1983,Late South Thompson,Shuswap Lake - Salmon Arm,T4,Shuswap Complex - Late,72,0,38,34,100,34,0,18,
1983,Late South Thompson,Shuswap Lake - Main Arm,T4,Shuswap Complex - Late,1391,0,735,656,100,656,0,18,
1939,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1939,Late South Thompson,Anstey River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1939,Late South Thompson,Eagle River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1939,Late South Thompson,Momich River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1939,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1939,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1939,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1939,Late South Thompson,Shuswap Lake,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1939,Late South Thompson,Lower Shuswap River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1939,Late South Thompson,Middle Shuswap River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1939,Late South Thompson,Hunakwa Creek,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1939,Late South Thompson,Salmon River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1940,Late South Thompson,Anstey River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1940,Late South Thompson,Eagle River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1940,Late South Thompson,Momich River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1940,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1940,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1940,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1940,Late South Thompson,Shuswap Lake,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1940,Late South Thompson,Lower Shuswap River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1940,Late South Thompson,Middle Shuswap River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1940,Late South Thompson,Hunakwa Creek,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1940,Late South Thompson,Salmon River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1941,Late South Thompson,Little River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1941,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1941,Late South Thompson,Anstey River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1941,Late South Thompson,Eagle River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1941,Late South Thompson,Momich River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1941,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1941,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1941,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1941,Late South Thompson,Shuswap Lake,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1941,Late South Thompson,Lower Shuswap River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1941,Late South Thompson,Middle Shuswap River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1941,Late South Thompson,Hunakwa Creek,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1941,Late South Thompson,Salmon River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1942,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1942,Late South Thompson,Shuswap Lake,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1942,Late South Thompson,Middle Shuswap River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1942,Late South Thompson,Hunakwa Creek,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1942,Late South Thompson,Salmon River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1943,Late South Thompson,South Thompson River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1943,Late South Thompson,Sinmax Creek,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1943,Late South Thompson,Scotch Creek,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
1943,Late South Thompson,Seymour River,T4,Shuswap Complex - Late,0,0,0,0,0,0,0,18,
